code_muni,nome_adapta,ano_adapta,valor_txt,susceptibilidade,classe_original,tipo_risco,categoria
1500800,Ananindeua/PA,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
1702406,Arraias/TO,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
1501006,Aveiro/PA,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
3510609,CarapicuÃ­ba/SP,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
2914653,Itabela/BA,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
2407203,Macau/RN,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
2609402,Moreno/PE,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
1505106,Ãbidos/PA,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
2927408,Salvador/BA,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
3160702,Santos Dumont/MG,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
2613909,Serra Talhada/PE,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
3306107,ValenÃ§a/RJ,2015,0.83,0.8300000000000001,Muito alto,Deslizamento de terra,Muito alto
2400109,Acari/RN,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
1500404,Alenquer/PA,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
5202601,AurilÃ¢ndia/GO,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2302107,BaturitÃ©/CE,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
1300805,Borba/AM,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
1300904,Canutama/AM,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
3513108,Cravinhos/SP,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
1302009,Itapiranga/AM,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2408300,Nova Cruz/RN,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2706901,Pilar/AL,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
1505908,Porto de Moz/PA,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2925501,Prado/BA,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2612802,Santa Terezinha/PE,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
3160108,Santo AntÃ´nio do Grama/MG,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
3548807,SÃ£o Caetano do Sul/SP,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
3551009,SÃ£o Vicente/SP,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2615003,Taquaritinga do Norte/PE,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2931350,Teixeira de Freitas/BA,2015,0.82,0.8200000000000001,Muito alto,Deslizamento de terra,Muito alto
2400208,AÃ§u/RN,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2500908,Arara/PB,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2102903,Carutapera/MA,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
4307708,Esteio/RS,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2606408,GravatÃ¡/PE,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
3129806,IbiritÃ©/MG,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2914802,Itabuna/BA,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
4209300,Lages/SC,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2608909,Limoeiro/PE,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2509305,Mataraca/PB,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
3140902,MatipÃ³/MG,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
3203403,Mimoso do Sul/ES,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
3143906,MuriaÃ©/MG,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
1303106,Nova Olinda do Norte/AM,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
3303708,ParaÃ­ba do Sul/RJ,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2706505,Passo de Camaragibe/AL,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2924009,Paulo Afonso/BA,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2411502,Santo AntÃ´nio/RN,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2929206,SÃ£o Francisco do Conde/BA,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
1304302,UrucarÃ¡/AM,2015,0.81,0.81,Muito alto,Deslizamento de terra,Muito alto
2502508,BoqueirÃ£o/PB,2015,0.8,0.8,Muito alto,Deslizamento de terra,Muito alto
2602605,Brejo da Madre de Deus/PE,2015,0.8,0.8,Muito alto,Deslizamento de terra,Muito alto
2502805,Brejo do Cruz/PB,2015,0.8,0.8,Muito alto,Deslizamento de terra,Muito alto
